username,password,dealername,firstname,lastname,phone,email,mileage,text,vin
automation,dealerfxqa,Nissan of anytown usa,DTREAL,YDTWRY,1303255959,dfxcucumbertest@yahoo.com,35001,QLXQRH,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,AEGAKR,DMJYXN,7779954644,dfxcucumbertest@yahoo.com,35001,ZJHNMJ,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,VVKRKA,FMPMPB,4193756769,dfxcucumbertest@yahoo.com,35001,TNANLC,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,XXMYBQ,PGJQSK,3011031683,dfxcucumbertest@yahoo.com,35001,HOEMDJ,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,TNEZUX,WUKRMN,7478117479,dfxcucumbertest@yahoo.com,35001,WORPUZ,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,XNYJXH,FMESHN,7257379439,dfxcucumbertest@yahoo.com,35001,RRGUPU,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,NJCUOL,RLONWJ,2009192863,dfxcucumbertest@yahoo.com,35001,XEWOWZ,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,HLXWGW,TXJCDN,6159498803,dfxcucumbertest@yahoo.com,35001,HYFDIM,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,JFTLDB,DYXMUX,3619567956,dfxcucumbertest@yahoo.com,35001,EAMYFT,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,ZGVVKS,TCAKUB,8630814332,dfxcucumbertest@yahoo.com,35001,YNWSYD,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,WKOADW,QFMDZV,6558296188,dfxcucumbertest@yahoo.com,35001,XJQIPF,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,NJNTCA,QLMWGX,4039760635,dfxcucumbertest@yahoo.com,35001,DBTFIB,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,OLJGNB,JSOBIR,1720449295,dfxcucumbertest@yahoo.com,35001,WBCASZ,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,CCZYUP,MWEQVM,7554327357,dfxcucumbertest@yahoo.com,35001,MKIABJ,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,CGURDX,LUPYZI,5833675809,dfxcucumbertest@yahoo.com,35001,GWSXID,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,MCYZRJ,NJGSZS,8877874615,dfxcucumbertest@yahoo.com,35001,EVAPQH,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,MDEYXI,QVBJWK,3109387791,dfxcucumbertest@yahoo.com,35001,WPKXVI,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,HCIMBN,GIMJCG,8915762026,dfxcucumbertest@yahoo.com,35001,INWNQF,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,KTIFQY,GCDVNH,6238427689,dfxcucumbertest@yahoo.com,35001,KTTIIB,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,DGNXHT,OQRCTI,9856750236,dfxcucumbertest@yahoo.com,35001,FHPHWS,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,OJIJZV,UOLXWJ,7242538355,dfxcucumbertest@yahoo.com,35001,XPWRGP,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,FCLGXI,IQHKLC,4062160452,dfxcucumbertest@yahoo.com,35001,WBZJHZ,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,SXJGSS,VMMMIT,3269832348,dfxcucumbertest@yahoo.com,35001,FOSPNR,1D8HB48P39F701276
automation,dealerfxqa,Nissan of anytown usa,ASKUDK,VCLYLQ,7491776650,dfxcucumbertest@yahoo.com,35001,NCXDWS,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,LUPPNY,DWBZMB,9132657181,dfxcucumbertest@yahoo.com,35001,YIPZYM,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,SUMVCH,KAZJEP,4943206286,dfxcucumbertest@yahoo.com,35001,GGGVGJ,1D8HB48P39F701276
automation,dealerfxqa,Audi of anytown usa,MEXMKP,KAIVYF,6260814112,dfxcucumbertest@yahoo.com,35001,PTYPKC,WAUJ8GFFXG1034028
automation,dealerfxqa,Nissan of anytown usa,ZZCLBZ,VERQIL,3516752771,dfxcucumbertest@yahoo.com,35001,SUUAKF,1D8HB48P39F701276
